tf, u0, kf0
HSF1,0.149536926746,0.365272722244
MSN2,0.0820358163677,0.621240983056
MSN4,0.26861746788,0.309133377075
RLM1,2.48024542538,4.20380580574
SWI4,0.0757537286262,0.482931825091
